~~~~~~~~~~~~~~~~~~~~
3rd Order Poly
~~~~~~~~~~~~~~~~~~~~
-0.038005,-0.027027,-1
-0.024999,-0.333333,-13
-0.060367,-0.034483,-2
0.005220,0.306122,15
-0.179368,-0.200000,-17
-0.005859,-0.230769,-9
-0.039918,-0.259259,-14
-0.049471,0.636364,21
0.064564,0.219512,18
0.066948,0.362319,25
-0.145062,-0.051095,-7
0.118615,-0.111111,-5
-0.057743,0.344262,21
-0.019079,-0.117647,-4
0.108511,0.116279,10
-0.064618,-0.127273,-7
-0.073330,-0.321429,-18
-0.029972,-0.200000,-9
0.156921,0.294118,15
-0.016356,-0.055556,-2
-0.014348,0.707317,29
-0.169620,0.400000,16
0.015103,1.000000,33
0.005705,0.086957,4
0.016203,0.245283,13
0.104754,0.297297,11
0.097341,-0.121951,-5
0.008761,0.666667,40
-0.014104,0.480000,24
0.156607,0.176471,15
0.050448,0.043478,2
0.085364,0.717647,61
0.015155,-0.155556,-7
0.126776,0.448276,13
-0.077098,-0.166667,-4
-0.040018,-0.304348,-14
0.173985,0.415385,27
0.061576,0.027027,1
-0.021060,0.068493,5
-0.156206,-0.302326,-13
0.013199,0.098592,7
0.047424,-0.054545,-3
-0.086694,-0.512195,-21
-0.027652,0.132075,7
0.060652,0.147059,10
-0.036800,0.034483,2
0.121851,0.403509,23
0.113767,0.125000,6
-0.095564,0.306122,15
-0.149248,0.032258,1
-0.030122,0.000000,0
-0.165777,-0.223881,-15
0.137590,0.605263,46
0.020664,0.212121,7
-0.048379,-0.222222,-12
-0.010989,-0.205882,-14
-0.039769,-0.269231,-14
-0.138842,-0.066667,-4
-0.063737,0.225806,7
0.196820,0.764706,39
0.068151,0.381818,21
0.018292,-0.277778,-10
-0.047883,-0.531250,-34
-0.037071,0.393939,13
0.216364,0.645161,40
-0.006786,0.225806,7
-0.126995,-0.031250,-2
-0.160481,0.200000,8
-0.059674,0.103448,3
0.165266,0.000000,0
0.086423,0.173913,8
-0.108952,-0.466667,-21
-0.158193,0.058824,4
-0.023649,0.454545,20
0.039421,0.100000,6
0.016596,0.500000,28
-0.117677,0.444444,16
-0.107839,0.176471,6
-0.104928,0.348837,15
-0.174750,-0.600000,-42
0.099394,0.823529,28
-0.015702,-0.415385,-27
0.047521,0.066667,5
0.016434,0.353846,23
-0.000411,0.583333,28
0.077343,0.710145,49
0.096838,0.027027,2
0.038725,0.200000,10
0.076643,0.102041,5
-0.026444,0.333333,16
-0.026729,0.290323,18
0.080527,0.612903,19
0.007837,0.238095,15
-0.067165,0.190476,8
0.065280,0.024390,1
-0.314046,-0.090909,-4
0.111873,0.454545,15
0.093284,0.166667,8
-0.031809,0.043478,2
-0.070124,-1.000000,-43
0.124227,-0.217391,-5
0.343706,0.085714,3
0.008140,0.368421,14
0.060959,0.666667,24
-0.192326,-0.041667,-2
-0.156700,0.020408,1
-0.035921,0.277778,10
0.133187,-0.111111,-7
0.225786,0.166667,6
-0.109185,-0.529412,-27
0.082701,-0.107143,-6
0.035071,0.583333,28
-0.213673,-0.123288,-9
-0.040737,0.294118,15
0.102976,-0.111111,-5
-0.083295,0.000000,0
0.046635,0.054545,3
0.167292,0.500000,12
-0.177411,-0.030303,-2
0.017333,0.677419,42
-0.072591,-0.277778,-10
-0.118619,-0.285714,-12
0.184065,-0.769231,-20
-0.021977,0.413793,24
-0.155440,-0.543860,-31
0.085804,0.892857,50
-0.087095,0.250000,6
0.066707,0.222222,16
0.253014,0.132075,7
0.212395,0.522388,35
-0.013750,-0.137255,-7
-0.029952,-0.103448,-3
0.086577,0.673469,33
-0.141974,0.253731,17
-0.122007,-0.454545,-10
-0.238772,-0.090909,-5
0.040384,-0.019608,-1
-0.066581,-0.300000,-12
0.117408,0.137255,7
0.049837,0.179487,7
-0.090530,0.130435,6
0.210996,0.800000,24
0.136744,-0.520000,-13
-0.127042,-0.823529,-28
0.028351,0.030303,1
0.059155,1.000000,27
0.026280,0.066667,3
0.118070,-0.173913,-8
-0.070010,-0.030928,-3
-0.349031,-0.269231,-14
0.051946,0.130435,9
-0.050237,0.291667,14
-0.052724,-0.379310,-22
-0.180906,-0.360000,-18
-0.184142,-0.062500,-4
0.079803,0.250000,16
-0.117421,0.106383,5
0.014497,0.117647,4
0.220466,-0.181818,-8
0.173422,0.269841,17
0.084165,0.454545,20
0.036951,0.228571,16
-0.241978,-0.166667,-12
0.191286,0.513514,19
-0.114432,0.037037,2
-0.083224,0.132530,11
-0.078095,-0.200000,-5
0.063712,0.360000,18
0.010359,-0.176471,-6
0.157677,0.142857,5
-0.002606,0.481481,13
-0.122012,-0.472222,-34
-0.221786,-0.294118,-15
-0.079807,-0.214286,-6
-0.224071,0.245283,13
0.168756,0.649123,37
0.186445,-0.183673,-9
-0.169653,0.132075,7
0.018143,0.088235,6
-0.025599,0.368421,7
0.020631,-0.163636,-9
0.131256,0.322581,20
-0.036632,0.000000,0
0.268783,0.414634,17
0.141688,0.136364,6
-0.084452,-0.037037,-2
-0.058868,0.030303,1
0.082102,0.207547,11
-0.028052,0.106383,5
